Battle Chess (Side A);Interplay;752;1;0;Battle_Chess_1989_Interplay_Side_A
Double Dragon 1;Melbourne House;747;2;0;Double_Dragon_1_1989_Melbourne_House
Bundesliga Manager;Software 2000;716;2;0;Bundesliga_Manager_1991_Software_2000_de
Airborne Ranger (Side A);MicroProse;716;2;0;Airborne_Ranger_1987_MicroProse_de_Side_A
Missile Command;Interceptor Micros;686;0;0;d64_Missile_Command_1983_Interceptor_Micros
Elevator Action;Taito;680;1;0;Elevator_Action_1987_Taito
Lemmings (Disk 1 of 3 Side A);Psygnosis;649;1;0;Lemmings_1994_Psygnosis_Disk_1_of_3_Side_A
Cauldron II: The Pumpkin Strikes Back [h NO];Palace Software;646;4;0;Cauldron_II_The_Pumpkin_Strikes_Back_1986_Palace_Software_h_NO
Space-Taxi [h ASS];Tronic;630;2;0;d64_Space-Taxi_1986_Tronic_de_h_ASS
Out Run;U.S. Gold;613;1;0;d64_Out_Run_1988_U.S._Gold
Test Drive (Side A);Accolade;611;3;0;d64_Test_Drive_1987_Accolade_Side_A
Kaiser;Ariolasoft;600;1;0;Kaiser_1985_Ariolasoft
Mission Impossible;Commodore;585;0;0;d64_Mission_Impossible_1981_Commodore
Zak McKracken and the Alien Mindbenders (Disk 1 of 2 Side A);Lucasfilm;585;1;0;d64_Zak_McKracken_and_the_Alien_Mindbenders_1988_Lucasfilm_de_Disk_1_of_2_Side_A
Mario Bros;Ocean;575;1;0;d64_Mario_Bros_1987_Ocean
Raid On Bungeling Bay;Broderbund;569;4;1;d64_Raid_On_Bungeling_Bay_1984_Broderbund
Commando 86;Elite;560;2;0;Commando_86_1986_Elite
Red Alert;Mr. Chip Software;537;0;0;d64_Red_Alert_1983_Mr._Chip_Software
Duck Tales: The Quest for Gold (Disk 1 of 3 Side A);Disney Software;493;0;0;Duck_Tales_The_Quest_for_Gold_1990_Disney_Software_Disk_1_of_3_Side_A
Candle Burner;Didi;491;0;0;Candle_Burner_2012_Didi
Silent Service;MicroProse;480;1;0;d64_Silent_Service_1985_MicroProse
International Karate 1 & 2 & +;System 3;475;1;0;International_Karate_1_2__1987_System_3
Jumpman;Hans Zethofe;473;0;0;Jumpman_1984_Hans_Zethofe_de
Racing Destruction Set (Side A);Electronic Arts;471;1;0;d64_Racing_Destruction_Set_1985_Electronic_Arts_Side_A
Attack of the Mutant Camels;Llamasoft;467;1;0;Attack_of_the_Mutant_Camels_1983_Llamasoft
Grand Prix Circuit;Accolade;463;2;0;Grand_Prix_Circuit_1989_Accolade
Shinobi;Virgin Games;450;1;0;d64_Shinobi_1989_Virgin_Games
Blue Max 2001;Synapse Software;446;2;0;Blue_Max_2001_1984_Synapse_Software
Mafia;Igelsoft;433;0;0;d64_Mafia_1986_Igelsoft_de
Bundesliga Manager v2.0;Software 2000;430;2;0;Bundesliga_Manager_v2.0_1991_Software_2000_de
Lotus Esprit Turbo Challenge (Side A);Gremlin Graphics;428;0;0;d64_Lotus_Esprit_Turbo_Challenge_1990_Gremlin_Graphics_Side_A
Battletech (Side A);Infocom;427;1;0;Battletech_1989_Infocom_Side_A
Hot Wheels;Epyx;425;1;0;Hot_Wheels_1985_Epyx
Amazing Spider Man, The (1990)(ODE)(de es fr it);tware;415;0;0;Amazing_Spider-Man_The_1990_ODE_de-es-fr-it
Oregon Trail;tware;414;0;0;d64_Oregon_Trail_19xx_-_de
Earth Orbit Station (Disk 1 of 2 Side A);Electronic Arts;405;0;0;Earth_Orbit_Station_1987_Electronic_Arts_Disk_1_of_2_Side_A
Pitfall;Activision;405;0;0;d64_Pitfall_1984_Activision
Emanuelle (Disk 1 of 2 Side A);A&S Software;403;1;0;Emanuelle_1988_AS_Software_de_Disk_1_of_2_Side_A
Erotika II (Side A);A&S Software;400;1;0;Erotika_II_198x_AS_Software_de_Side_A
Mail Order Monsters;Electronic Arts;392;2;0;d64_Mail_Order_Monsters_1985_Electronic_Arts
H.E.R.O. El Heroe [h Load 'n' Run];Activision;383;1;0;H.E.R.O._El_Heroe_1984_Activision_es_h_Load_n_Run
Oil Imperium (Side A);reLine Software;364;1;0;d64_Oil_Imperium_1994_reLine_Software_Side_A
International Soccer Mondiale '86 [h Negro Roberto];Commodore;363;1;0;International_Soccer_Mondiale_86_1983_Commodore_es_h_Negro_Roberto
Zaxxon [h Hibisch];Synapse Software;360;0;0;d64_Zaxxon_1984_Synapse_Software_h_Hibisch
Alien;Argus Press;357;0;0;Alien_1984_Argus_Press
Bards Tale 1 (Disk 1 of 2 Side A);Electronic Arts;352;0;0;Bards_Tale_1_1985_Electronic_Arts_Disk_1_of_2_Side_A
Skate or Die! (Side A);Electronic Arts;340;3;0;d64_Skate_or_Die_1987_Electronic_Arts_Side_A
Forbidden Forest;Cosmi;338;1;0;Forbidden_Forest_1983_Cosmi
2nd Reality;Smash Designs;331;0;0;2nd_Reality_1997_Smash_Designs_Side_A
Gertrud's Game H;tware;324;1;0;Gertruds_Game_H_19xx_-
BC II: Grog's Revenge;U.S. Gold;321;1;0;BC_II_Grogs_Revenge_1984_U.S._Gold
Super Pipeline;Taskset;320;0;0;d64_Super_Pipeline_1983_Taskset
Zaxxon;Synapse Software;317;2;0;d64_Zaxxon_1984_Synapse_Software_es
Breakthrough in the Ardennes v1.1;SSI;313;0;0;Breakthrough_in_the_Ardennes_v1.1_1984_SSI
Choplifter [t +4 + cr REM];Broderbund;313;1;0;Choplifter_1982_Broderbund_t_4_cr_REM
Manic Miner [h RAP];Software Projects;308;1;0;d64_Manic_Miner_1983_Software_Projects_h_RAP
Pole Position;Atari;305;1;0;d64_Pole_Position_1984_Atari
Test Drive II: The Duel (Master Disk);Accolade;300;0;0;d64_Test_Drive_II_The_Duel_1989_Accolade_Master_Disk
Flight Simulator II;Sublogic;294;0;0;Flight_Simulator_II_1984_Sublogic
Guardians of Space;TND;294;0;0;Guardians_of_Space_2012_TND
Zak McKracken and the Alien Mindbenders (Disk 1 of 2 Side A)(Boot);Lucasfilm;293;1;0;d64_Zak_McKracken_and_the_Alien_Mindbenders_1988_Lucasfilm_Disk_1_of_2_Side_A_Boot
Ultima III: Exodus (Side A);Origin Systems;289;2;0;d64_Ultima_III_Exodus_1984_Origin_Systems_Side_A
Soccer;Commodore;288;0;0;d64_Soccer_1983_Commodore
Bionic Commando (US Version);Capcom;284;0;0;Bionic_Commando_US_Version_1988_Capcom
Rainbow Islands;Taito;283;0;0;d64_Rainbow_Islands_1990_Taito
Fugger;Bomico;282;1;0;Fugger_1988_Bomico_de
Conan;Datasoft;280;0;0;Conan_1984_Datasoft_it
Archon 2 Adept [h Jedi];Electronic Arts;278;0;0;Archon_2_Adept_1984_Electronic_Arts_h_Jedi
Aliens;D. Kinder;273;0;0;Aliens_198x_Kinder_D.
Lode Runner Tape Version;tware;273;1;0;Lode_Runner_Tape_Version_1983_-
The Hobbit (Side A);Melbourne House;269;0;0;Hobbit_The_1983_Melbourne_House_Side_A
Super Kong;tware;262;0;0;d64_Super_Kong_19xx_-
Chess;tware;259;0;0;Chess_19xx_-
Porno Adventure;tware;259;0;0;d64_Porno_Adventure_19xx_-
Gunship (Side A);MicroProse;259;0;0;Gunship_1986_MicroProse_Side_A
Adventure #02 Pirate Adventure;Scott Adams;259;0;0;Adventure_02_Pirate_Adventure_1985_Scott_Adams
Elvira: Mistress of the Dark (Disk 1 of 3 Side A);Flair Software;257;0;0;Elvira_Mistress_of_the_Dark_1991_Flair_Software_cs_Disk_1_of_3_Side_A
Indiana Jones in the Lost Kingdom;Mindscape;254;2;0;Indiana_Jones_in_the_Lost_Kingdom_1984_Mindscape
Tapper;U.S. Gold;253;1;0;d64_Tapper_1984_U.S._Gold
Seven Cities of Gold (Side A);Electronic Arts;253;2;0;d64_Seven_Cities_of_Gold_1984_Electronic_Arts_Side_A
The Castles of Doctor Creep;Broderbund;251;1;0;Castles_of_Doctor_Creep_The_1984_Broderbund
Friday the 13th;Domark;247;0;0;Friday_the_13th_1985_Domark
Zork I: The Great Underground Empire;Infocom;245;1;0;d64_Zork_I_The_Great_Underground_Empire_1983_Infocom
1.000 Miler;Loadstar;244;0;0;1.000_Miler_1987_Loadstar
Wizard of Wor [h Oleander+Angels];Commodore;244;0;0;d64_Wizard_of_Wor_1983_Commodore_h_OleanderAngels
Stroker;Magic Carpet Software;243;0;0;d64_Stroker_1983_Magic_Carpet_Software
Kaiser 2;Ariolasoft;240;0;0;Kaiser_2_19xx_Ariolasoft_de
Decathlon [h 007];Activision;239;1;0;Decathlon_1983_Activision_h_007
Tubular Bells;CRL;236;0;0;d64_Tubular_Bells_1986_CRL
Moon Patrol;Avalon Hill;232;0;0;d64_Moon_Patrol_1983_Avalon_Hill
Star Wars;Atari;227;1;0;d64_Star_Wars_1983_Atari
Pitfall 2 Lost Caverns;Activision;225;1;0;d64_Pitfall_2_Lost_Caverns_1984_Activision
Blood & Honour: Aidaars Revenge;FanCA & Indy Software;221;0;0;Blood_Honour_Aidaars_Revenge_2011_FanCA_Indy_Software_pl
Commando Libya;Robert Pfitzner;218;0;0;Commando_Libya_1986_Robert_Pfitzner
Minima Reloaded;tware;216;0;0;d64_Minima_Reloaded_19xx_-
The Way of the Exploding Fist;Melbourne House;216;1;0;d64_Way_of_the_Exploding_Fist_The_1985_Melbourne_House
Lode Runner II;Doug Smith, Dane Bigham & 4711-Soft;214;1;0;Lode_Runner_II_1985_Doug_Smith_Dane_Bigham_4711-Soft
Football Manager 2;Addictive Games;213;1;0;Football_Manager_2_1988_Addictive_Games
Gertrud's Game D;tware;211;0;0;Gertruds_Game_D_19xx_-
The Last Ninja 2 (Disk 1 of 2 Side A);System 3;209;1;0;Last_Ninja_2_The_1988_System_3_Disk_1_of_2_Side_A
Escape from New York;Cadaver;203;1;0;Escape_from_New_York_1999_Cadaver
Pacman;Majestic Software;202;0;0;d64_Pacman_1983_Majestic_Software
Auschwitz Games The Final Clean Up of Germany;Sieg Heil;199;0;0;Auschwitz_Games_The_Final_Clean_Up_of_Germany_1990_Sieg_Heil_de
Tetris;576 kByte;199;1;0;d64_Tetris_19xx_576_kByte
Zaxxon [h Jedi];Synapse Software;199;0;0;d64_Zaxxon_1984_Synapse_Software_h_Jedi
Sentinel Worlds I: Future Magic (Disk 1 of 2 Side A);Electronic Arts;198;0;0;d64_Sentinel_Worlds_I_Future_Magic_1989_Electronic_Arts_Disk_1_of_2_Side_A
Labyrinth (Side A);Activision;197;1;0;Labyrinth_1986_Activision_Side_A
007 Car Chase;Coplin Software;197;0;0;007_Car_Chase_1985_Coplin_Software
Neuromancer (Disk 1 of 2 Side A);Electronic Arts;195;0;0;d64_Neuromancer_1988_Electronic_Arts_Disk_1_of_2_Side_A
Cabal [h Intense][t +2 Legend];Ocean;194;0;0;Cabal_1989_Ocean_h_Intense_t_2_Legend
Breakout;M.D. Rejhon;194;1;0;Breakout_1987_Rejhon_M._D.
Little Computer People [a139];Activision;192;3;0;Little_Computer_People_1985_Activision_a139
3D Skramble;Livewire;191;0;0;3D_Skramble_1984_Livewire
BC's Quest for Tires [h 4711];Sierra Online;191;0;0;BCs_Quest_for_Tires_1983_Sierra_Online_h_4711
Indiana Jones and the Last Crusade [h SCI];U.S. Gold;191;1;0;Indiana_Jones_and_the_Last_Crusade_1989_U.S._Gold_h_SCI
Agent USA;Scholastic;190;1;0;Agent_USA_1984_Scholastic
Uridium 2;Hewson;189;2;0;d64_Uridium_2_1986_Hewson
Bismarck: The North Sea Chase;Personal Software Services;189;0;0;Bismarck_The_North_Sea_Chase_1987_Personal_Software_Services_de
The Hitchhiker's Guide to the Galaxy (Side A);Infocom;187;3;0;Hitchhikers_Guide_to_the_Galaxy_The_1984_Infocom_Side_A
Moon Patrol;Atari;187;1;0;d64_Moon_Patrol_1983_Atari
Giana Sister's Collection 1 Giana Sisters;TSD;186;1;0;Giana_Sisters_Collection_1_Giana_Sisters_19xx_TSD
Falcon Patrol;Virgin Games;186;1;0;Falcon_Patrol_1983_Virgin_Games
Acid Toilet: Another Shit on the Floor;Public Domain;184;0;0;Acid_Toilet_Another_Shit_on_the_Floor_2011_Public_Domain
Gauntlet III The Final Fight (Disk 1 of 2 Side A);U.S. Gold;183;1;0;Gauntlet_III_The_Final_Fight_1992_U.S._Gold_Disk_1_of_2_Side_A
Silent Service [o];MicroProse;183;2;0;d64_Silent_Service_1985_MicroProse_o
Ultima V: Warriors of Destiny (Disk 1 of 4 Side A);Origin Systems;183;0;0;d64_Ultima_V_Warriors_of_Destiny_1988_Origin_Systems_Disk_1_of_4_Side_A
Wizard;Electronic Arts;181;1;0;d64_Wizard_1986_Electronic_Arts
500cc Grand Prix [h Farlight];Microids;178;0;0;500cc_Grand_Prix_1987_Microids_h_Farlight
Lode Runner: Conrad's Levels;tware;178;0;0;Lode_Runner_Conrads_Levels_1983_-
The Hitchhiker's Guide to the Galaxy;Infocom;178;1;0;Hitchhikers_Guide_to_the_Galaxy_The_1984_Infocom
Kick Off 2;Anco Software;177;0;0;Kick_Off_2_1990_Anco_Software
Mini-Dash;Zzap! 64;176;0;0;d64_Mini-Dash_1986_Zzap_64
Radar Rat Race;Commodore;175;0;0;d64_Radar_Rat_Race_1982_Commodore
Alice in Wonderland (Side A)[o];Windham Classics;174;0;0;Alice_in_Wonderland_1985_Windham_Classics_Side_A_o
Adult Poker;Keypunch Software;174;0;0;Adult_Poker_19xx_Keypunch_Software
Sex Movie (19xx)(Computerbrains Cracking Service);tware;173;1;0;Sex_Movie_19xx_Computerbrains_Cracking_Service
Zak McKracken and the Alien Mindbenders (Disk 1 of 2 Side A)(Boot);Lucasfilm;173;1;0;d64_Zak_McKracken_and_the_Alien_Mindbenders_1988_Lucasfilm_de_Disk_1_of_2_Side_A_Boo
Bumping Buggies;Bubble Bus Software;173;0;0;Bumping_Buggies_1984_Bubble_Bus_Software
Die Dunkle Dimension (Disk 1 of 2 Side A);German Design Group;172;0;0;Die_Dunkle_Dimension_1990_German_Design_Group_de_Disk_1_of_2_Side_A
Telengard;Avalon Hill;172;0;0;d64_Telengard_1983_Avalon_Hill
Lords of Chaos (1989)(Target Games)(de en);tware;172;0;0;Lords_of_Chaos_1989_Target_Games_de-en
Wasteland (Disk 1 of 2 Side A);Electronic Arts;171;1;0;d64_Wasteland_1988_Electronic_Arts_Disk_1_of_2_Side_A
500cc Grand Prix;Microids;168;0;0;500cc_Grand_Prix_1987_Microids_es
BMX Racer 2;Mastertronic;166;0;0;BMX_Racer_2_19xx_Mastertronic
Death Knights of Krynn (Disk 1 of 3 Side A);SSI;166;1;0;Death_Knights_of_Krynn_1991_SSI_Disk_1_of_3_Side_A
Dream Girls (Disk 1 of 2 Side A);A&S Software;166;0;0;Dream_Girls_1987_AS_Software_de_Disk_1_of_2_Side_A
The Dallas Quest;Datasoft;166;0;0;Dallas_Quest_The_1984_Datasoft_de
Autoduel (Disk 1 of 2 Side A);Origin Systems;166;1;0;Autoduel_1985_Origin_Systems_Disk_1_of_2_Side_A
Hunchback [h Kotzbrocken];Ocean;165;0;0;Hunchback_1983_Ocean_h_Kotzbrocken
Choplifter Helimission [h Load 'n' Run];Broderbund;164;0;0;Choplifter_Helimission_1982_Broderbund_es_h_Load_n_Run
Lords of Conquest;Electronic Arts;163;1;0;Lords_of_Conquest_1986_Electronic_Arts
Hostages;Infogrames;163;2;0;Hostages_1989_Infogrames
Sea Hunt;Ted Walenty;163;1;0;d64_Sea_Hunt_19xx_Ted_Walenty_Created_with_GKG
Lode Runner III;Doug Smith, Dane Bigham & 4711-Soft;163;1;0;Lode_Runner_III_1985_Doug_Smith_Dane_Bigham_4711-Soft
C64 Sweepminer;Roland Toegel;163;0;0;C64_Sweepminer_1997_Roland_Toegel_de
Zorro [h STA];Datasoft;163;0;0;d64_Zorro_1985_Datasoft_h_STA
Star Trek [h ASS];Sega;163;0;0;d64_Star_Trek_1983_Sega_h_ASS
Summer Challenge (Side A);Tynesoft;163;1;0;d64_Summer_Challenge_1988_Tynesoft_Side_A
Frogger 64;Interceptor Micros;162;0;0;Frogger_64_1983_Interceptor_Micros
Ultima VI: The False Prophet (Disk 1 of 3 Side A)(Game);Origin Systems;161;0;0;d64_Ultima_VI_The_False_Prophet_1990_Origin_Systems_Disk_1_of_3_Side_A_Game
Karate!;Bombjack;161;0;0;Karate_19xx_Bombjack
Zagor: La Fortezza di Smirnoff;Systems Editoriale;160;0;0;d64_Zagor_La_Fortezza_di_Smirnoff_1987_Systems_Editoriale_it
Gertrud's Game A;tware;160;1;0;Gertruds_Game_A_19xx_-
Legacy of the Ancients (Disk 1 of 2 Side A);Electronic Arts;160;0;1;Legacy_of_the_Ancients_1987_Electronic_Arts_Disk_1_of_2_Side_A
Crazy Cars 3 (Side A);Titus Software;159;0;0;Crazy_Cars_3_1992_Titus_Software_Side_A
Winzer;Starbyte Software;159;1;0;d64_Winzer_1991_Starbyte_Software
Double Dragon 2 The Revenge (Side A);Virgin Games;159;1;0;Double_Dragon_2_The_Revenge_1989_Virgin_Games_Side_A
Asterix im Morgenland (Side A);Melbourne House;158;0;0;Asterix_im_Morgenland_1987_Melbourne_House_de_Side_A
The Helicopter Mission;Markt & Technik;158;0;0;Helicopter_Mission_The_1986_Markt_Technik
Pinball Wizard;Sagittarian Software;157;1;0;d64_Pinball_Wizard_1984_Sagittarian_Software
Broadsides;SSI;157;1;0;Broadsides_1984_SSI
Curse of the Azure Bonds v1.1 (Disk 1 of 3 Side A);SSI;156;0;0;Curse_of_the_Azure_Bonds_v1.1_1989_SSI_Disk_1_of_3_Side_A
Heart of Africa;Electronic Arts;155;2;0;Heart_of_Africa_1985_Electronic_Arts
Who Dares Wins;Alligata Software;155;1;0;d64_Who_Dares_Wins_1985_Alligata_Software
Rags to Riches;Melody Hall Publishing;155;0;0;d64_Rags_to_Riches_1985_Melody_Hall_Publishing
Big Hunter III;TND;155;0;0;Big_Hunter_III_2012_TND
Action Biker [h Rasta44];Mastertronic;154;2;0;Action_Biker_1985_Mastertronic_h_Rasta44
Super Zaxxon;HesWare;154;0;0;d64_Super_Zaxxon_1984_HesWare
Cauldron Hexenkuche;Palace Software;154;0;0;Cauldron_Hexenkuche_1985_Palace_Software_de
Incest (1990)(Evil);tware;154;0;0;Incest_1990_Evil
The Castles of Doctor Creep III;E.R. Hobbs & Honz;152;1;0;Castles_of_Doctor_Creep_III_The_2010_Hobbs_E._R._Honz
Blade Runner;WizardSoft;152;0;0;Blade_Runner_1982_WizardSoft
Turrican III (Disk 1 of 2 Side A);Smash Designs;152;1;0;d64_Turrican_III_2004_Smash_Designs_Disk_1_of_2_Side_A
Mario Bros 2;Thundersoft;152;0;0;d64_Mario_Bros_2_1987_Thundersoft
Adventure #01 Adventureland;Scott Adams;151;1;0;Adventure_01_Adventureland_1984_Scott_Adams
Hunt the Wumpus II;Creative Computing;151;0;0;Hunt_the_Wumpus_II_1977_Creative_Computing
Hacker 2;Activision;151;0;0;Hacker_2_1986_Activision
Armageddon;Ocean;150;1;0;Armageddon_1983_Ocean
Pong;Tomi Malinen;149;1;0;d64_Pong_19xx_Tomi_Malinen
Caveman (Side A);Compute!;149;2;0;Caveman_1990_Compute_Side_A
Gehirn-Analyse;Welle Erdball;149;0;0;Gehirn-Analyse_2004-09-23_Welle_Erdball_de
3D Stock Cars II [h TRC];Challenge Software;149;0;0;3D_Stock_Cars_II_1991_Challenge_Software_h_TRC
Little Computer People [a138];Activision;149;0;0;Little_Computer_People_1985_Activision_a138
Age of Adventure Return of Heracles;Electronic Arts;148;0;0;Age_of_Adventure_Return_of_Heracles_1986_Electronic_Arts
Beamrider [h 2703];Activision;148;0;0;Beamrider_1984_Activision_h_2703
Defender 64;Interceptor Micros;148;0;0;Defender_64_1983_Interceptor_Micros
Frankie Goes to Hollywood;Ocean;148;2;0;Frankie_Goes_to_Hollywood_1985_Ocean
Might and Magic Book Two Gates to Another World (Disk 2 of 3 Side A);New World Computing;148;0;0;d64_Might_and_Magic_Book_Two_Gates_to_Another_World_1989_New_World_Computing_Disk_2_
Shamus [h ASS];Synapse Software;148;0;1;d64_Shamus_1983_Synapse_Software_h_ASS
Saboteur;Durell;148;1;0;d64_Saboteur_198x_Durell
Winter Challenge (Side A);Tynesoft;147;0;0;d64_Winter_Challenge_1988_Tynesoft_Side_A
Wonderboy in Monsterland (Disk 1 of 2 Side A);Activision;147;2;0;d64_Wonderboy_in_Monsterland_1989_Activision_Disk_1_of_2_Side_A
Summer Olympiad (Side A);Tynesoft;147;0;0;d64_Summer_Olympiad_1988_Tynesoft_Side_A
Oils Well;Sierra Online;147;0;0;d64_Oils_Well_1983_Sierra_Online
Serpentine Serpentin [h Load 'n' Run];Broderbund;146;0;0;d64_Serpentine_Serpentin_1982_Broderbund_es_h_Load_n_Run
64 Breakout (PD);SYS PD;146;0;0;64_Breakout_19xx_SYS_PD_sv_PD
Spelunker;Broderbund;146;1;0;d64_Spelunker_1984_Broderbund
Space Invaders;Markt & Technik;145;0;0;d64_Space_Invaders_1984_Markt_Technik_de
Salvage Diver;Ahoy!;144;0;0;d64_Salvage_Diver_1984_Ahoy-Ion_International
Crazy Caveman;Merlin Software;144;0;0;Crazy_Caveman_1983_Merlin_Software
Congo Bongo [h MAM];Sega;144;1;0;Congo_Bongo_1983_Sega_h_MAM
Who Dares Wins II;Alligata Software;143;1;0;d64_Who_Dares_Wins_II_1985_Alligata_Software
Daley Thompson's Decathlon Olimpia;Ocean;143;1;0;Daley_Thompsons_Decathlon_Olimpia_1984_Ocean_es
Africa Gardens;Gilsoft;142;0;0;Africa_Gardens_1983_Gilsoft
Golden Axe [t 11M X-Ray];Virgin Games;141;0;0;Golden_Axe_1990_Virgin_Games_t_11M_X-Ray
Bad Dudes vs. Dragon Ninja;Data East;140;1;0;Bad_Dudes_vs._Dragon_Ninja_1989_Data_East
4x4 Off Road Racing (Side A)[o];Epyx;140;1;0;4x4_Off_Road_Racing_1988_Epyx_Side_A_o
Miner 2049'er;U.S. Gold;139;0;0;d64_Miner_2049er_1983_U.S._Gold
Zak McKracken and the Alien Mindbenders (Disk 1 of 3 Side A);Lucasfilm;139;0;0;d64_Zak_McKracken_and_the_Alien_Mindbenders_1988_Lucasfilm_de_Disk_1_of_3_Side_A
